,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
40,"Hold On, We're Going Home",Nothing Was The Same (Deluxe),Drake,2013-01-01,227880,58,0.776,0.00415,0.413,2.68e-05,0.0724,-7.438,0.0952,100.003,4,0.287
41,Connect,Nothing Was The Same (Deluxe),Drake,2013-01-01,296413,48,0.683,0.408,0.488,0.0,0.132,-9.473,0.135,75.039,4,0.469
42,The Language,Nothing Was The Same (Deluxe),Drake,2013-01-01,224013,50,0.831,0.0125,0.651,0.0,0.0809,-8.363,0.437,120.064,4,0.502
43,305 To My City,Nothing Was The Same (Deluxe),Drake,2013-01-01,255853,45,0.419,0.0567,0.494,0.0,0.144,-8.782,0.345,67.622,5,0.134
44,Too Much,Nothing Was The Same (Deluxe),Drake,2013-01-01,261853,53,0.637,0.173,0.569,0.0,0.18,-5.858,0.55,140.269,4,0.148
45,Pound Cake / Paris Morton Music 2,Nothing Was The Same (Deluxe),Drake,2013-01-01,433800,54,0.521,0.139,0.762,1.11e-05,0.114,-6.75,0.534,164.289,4,0.264
46,Come Thru,Nothing Was The Same (Deluxe),Drake,2013-01-01,236360,62,0.558,0.159,0.468,0.0,0.586,-5.812,0.173,81.977,4,0.405
47,All Me,Nothing Was The Same (Deluxe),Drake,2013-01-01,270866,67,0.67,0.0705,0.515,0.0,0.25,-6.977,0.397,122.006,4,0.422
48,Keep The Family Close,Views,Drake,2016-05-06,328906,60,0.378,0.149,0.566,0.0,0.382,-7.685,0.0482,87.691,3,0.196
49,9,Views,Drake,2016-05-06,255786,64,0.68,0.000803,0.712,0.000612,0.237,-7.184,0.0453,100.009,4,0.0379
50,U With Me?,Views,Drake,2016-05-06,297373,63,0.429,0.338,0.43,1.18e-05,0.138,-11.373,0.165,174.983,4,0.125
51,Feel No Ways,Views,Drake,2016-05-06,240653,76,0.582,0.0312,0.677,6.6e-06,0.122,-7.081,0.172,193.818,4,0.205
52,Hype,Views,Drake,2016-05-06,209413,62,0.787,0.0253,0.635,0.0,0.357,-8.271,0.155,130.018,4,0.237
53,Weston Road Flows,Views,Drake,2016-05-06,253533,62,0.623,0.0635,0.74,0.0,0.366,-6.942,0.307,82.877,4,0.35
54,Redemption,Views,Drake,2016-05-06,333946,66,0.694,0.611,0.314,2.07e-06,0.117,-7.82,0.116,119.905,4,0.341
55,With You,Views,Drake,2016-05-06,195053,64,0.878,0.134,0.406,0.000234,0.112,-9.961,0.248,128.014,4,0.784
56,Faithful,Views,Drake,2016-05-06,290133,59,0.536,0.11,0.449,1.49e-05,0.284,-10.499,0.103,99.889,4,0.171
57,Still Here,Views,Drake,2016-05-06,189853,68,0.834,0.0258,0.433,0.0,0.633,-9.607,0.174,133.938,3,0.229
58,Controlla,Views,Drake,2016-05-06,245226,74,0.59,0.0789,0.468,0.0,0.101,-11.083,0.185,92.287,4,0.349
59,One Dance,Views,Drake,2016-05-06,173986,86,0.792,0.00776,0.625,0.0018,0.329,-5.609,0.0536,103.967,4,0.37
60,Grammys,Views,Drake,2016-05-06,220426,61,0.676,0.00163,0.432,3.84e-06,0.0799,-9.51,0.502,145.869,4,0.12
61,Childs Play,Views,Drake,2016-05-06,241400,70,0.746,0.0175,0.475,1.1e-05,0.197,-11.243,0.113,80.006,4,0.292
62,Pop Style,Views,Drake,2016-05-06,212946,65,0.713,0.192,0.462,2.16e-06,0.105,-10.027,0.123,133.053,4,0.0594
63,Too Good,Views,Drake,2016-05-06,263373,75,0.794,0.0489,0.653,4.88e-05,0.1,-7.839,0.104,117.996,4,0.397
64,Summers Over Interlude,Views,Drake,2016-05-06,106333,63,0.699,0.405,0.255,0.00242,0.0985,-8.647,0.0303,132.031,3,0.242
65,Fire & Desire,Views,Drake,2016-05-06,238120,70,0.722,0.0671,0.252,0.0,0.0852,-14.411,0.0761,79.923,4,0.275
66,Views,Views,Drake,2016-05-06,311960,60,0.395,0.0657,0.852,0.0,0.262,-5.896,0.37,76.428,4,0.112
67,Hotline Bling,Views,Drake,2016-05-06,267066,79,0.891,0.00258,0.628,0.00019,0.0504,-7.863,0.0551,134.966,4,0.552
68,Survival,Scorpion,Drake,2018-06-29,136186,30,0.614,0.14,0.587,0.0,0.123,-9.111,0.294,84.453,4,0.153
69,Nonstop,Scorpion,Drake,2018-06-29,238614,50,0.912,0.0104,0.405,0.0427,0.105,-8.132,0.157,154.985,3,0.428
70,Elevate,Scorpion,Drake,2018-06-29,184960,28,0.539,0.0166,0.48,0.0,0.115,-8.707,0.299,74.269,4,0.0549
71,Emotionless,Scorpion,Drake,2018-06-29,302173,33,0.413,0.0245,0.67,0.0,0.0796,-5.098,0.235,172.438,4,0.0789
72,God's Plan,Scorpion,Drake,2018-06-29,198973,56,0.758,0.0322,0.452,8.29e-05,0.583,-9.21,0.11,77.168,4,0.346
73,I'm Upset,Scorpion,Drake,2018-06-29,214466,42,0.896,0.354,0.596,2.43e-06,0.0841,-8.215,0.259,149.984,4,0.416
74,8 Out Of 10,Scorpion,Drake,2018-06-29,195720,26,0.529,0.164,0.682,0.0,0.478,-7.941,0.786,170.601,4,0.333
75,Mob Ties,Scorpion,Drake,2018-06-29,205146,39,0.754,0.0409,0.576,0.00244,0.276,-8.578,0.0757,85.985,4,0.546
76,Can't Take A Joke,Scorpion,Drake,2018-06-29,163974,33,0.835,0.144,0.603,0.0,0.084,-7.25,0.0851,86.951,4,0.435
77,Sandra's Rose,Scorpion,Drake,2018-06-29,216333,25,0.506,0.0467,0.842,0.0,0.142,-5.464,0.231,151.074,4,0.506
78,Talk Up (feat. Jay-Z),Scorpion,Drake,2018-06-29,223240,26,0.763,0.00262,0.487,7.59e-06,0.229,-9.841,0.185,140.098,4,0.354
79,Is There More,Scorpion,Drake,2018-06-29,226906,20,0.622,0.731,0.547,0.0,0.16,-7.679,0.344,81.489,4,0.547
80,Peak,Scorpion,Drake,2018-06-29,206026,22,0.687,0.849,0.209,0.000103,0.106,-13.59,0.0397,91.971,4,0.254
81,Summer Games,Scorpion,Drake,2018-06-29,247893,25,0.775,0.477,0.482,0.0456,0.11,-11.269,0.0357,136.016,4,0.134
82,Jaded,Scorpion,Drake,2018-06-29,262453,28,0.771,0.0342,0.272,0.0,0.175,-5.703,0.0399,116.057,4,0.0369
83,Nice For What,Scorpion,Drake,2018-06-29,210746,54,0.693,0.0895,0.9,0.000238,0.12,-6.51,0.0746,93.407,4,0.787
84,Finesse,Scorpion,Drake,2018-06-29,182080,28,0.807,0.133,0.32,0.000328,0.101,-8.152,0.0582,94.99,4,0.298
85,Ratchet Happy Birthday,Scorpion,Drake,2018-06-29,207306,21,0.66,0.101,0.555,0.00217,0.0735,-12.497,0.145,168.026,4,0.562
86,That's How You Feel,Scorpion,Drake,2018-06-29,157605,31,0.737,0.033,0.389,0.00562,0.107,-6.75,0.218,85.096,4,0.271
87,Blue Tint,Scorpion,Drake,2018-06-29,162800,29,0.901,0.0142,0.396,1.43e-06,0.183,-10.266,0.349,133.979,4,0.118
88,In My Feelings,Scorpion,Drake,2018-06-29,217925,51,0.833,0.0496,0.619,8.67e-05,0.3,-5.822,0.0971,91.022,4,0.366
89,Don't Matter To Me (with Michael Jackson),Scorpion,Drake,2018-06-29,245786,32,0.826,0.493,0.318,0.0131,0.11,-12.391,0.0574,103.002,4,0.138
90,After Dark (feat. Static Major & Ty Dolla $ign),Scorpion,Drake,2018-06-29,289560,25,0.678,0.0427,0.426,0.0,0.138,-13.115,0.188,141.981,4,0.34
91,Final Fantasy,Scorpion,Drake,2018-06-29,219960,18,0.539,0.435,0.449,9.91e-06,0.115,-11.098,0.398,88.735,4,0.106
92,March 14,Scorpion,Drake,2018-06-29,309560,18,0.502,0.41,0.413,0.0,0.36,-7.369,0.363,92.956,4,0.311
93,Champagne Poetry,Certified Lover Boy,Drake,2021-09-03,336511,78,0.423,0.758,0.667,0.0,0.246,-7.012,0.326,86.743,4,0.496
94,Papi's Home,Certified Lover Boy,Drake,2021-09-03,178623,72,0.701,0.112,0.741,0.0,0.699,-6.157,0.313,140.177,4,0.588
95,Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,2021-09-03,221979,81,0.767,0.181,0.438,0.0,0.142,-8.726,0.29,86.975,4,0.381
96,In The Bible (with Lil Durk & Giveon),Certified Lover Boy,Drake,2021-09-03,296568,73,0.686,0.614,0.385,0.0,0.131,-8.35,0.297,143.07,4,0.147
97,Love All (with JAY-Z),Certified Lover Boy,Drake,2021-09-03,228461,73,0.73,0.354,0.576,3.59e-05,0.15,-5.442,0.287,92.131,4,0.155
98,Fair Trade (with Travis Scott),Certified Lover Boy,Drake,2021-09-03,291175,85,0.666,0.0503,0.465,0.0,0.215,-8.545,0.26,167.937,4,0.292
99,Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,2021-09-03,257604,83,0.803,0.000619,0.597,4.5e-06,0.323,-6.035,0.141,136.008,4,0.331
100,TSU,Certified Lover Boy,Drake,2021-09-03,308755,74,0.568,0.228,0.56,3.05e-06,0.39,-9.059,0.42,130.019,4,0.246
101,N 2 Deep,Certified Lover Boy,Drake,2021-09-03,273577,71,0.507,0.0518,0.429,0.0,0.109,-7.726,0.326,91.0,3,0.0744
102,Pipe Down,Certified Lover Boy,Drake,2021-09-03,205721,72,0.518,0.128,0.69,0.0,0.176,-6.15,0.107,77.837,4,0.59
103,Yebba's Heartbreak,Certified Lover Boy,Drake,2021-09-03,133762,78,0.476,0.967,0.161,0.0381,0.109,-11.665,0.0407,119.614,4,0.0908
104,No Friends In The Industry,Certified Lover Boy,Drake,2021-09-03,204346,75,0.84,0.0181,0.744,0.0,0.629,-4.751,0.113,83.737,4,0.171
105,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,242965,85,0.849,0.0635,0.424,0.0,0.0834,-9.579,0.324,145.887,4,0.153
106,7am On Bridle Path,Certified Lover Boy,Drake,2021-09-03,239635,67,0.724,0.225,0.531,0.0,0.11,-4.108,0.298,89.901,4,0.141
107,Race My Mind,Certified Lover Boy,Drake,2021-09-03,269883,70,0.488,0.179,0.635,8.16e-06,0.156,-7.19,0.26,174.072,4,0.783
108,Fountains (with Tems),Certified Lover Boy,Drake,2021-09-03,192417,73,0.843,0.181,0.485,0.0675,0.107,-8.735,0.195,100.053,4,0.689
109,Get Along Better,Certified Lover Boy,Drake,2021-09-03,229303,68,0.32,0.00645,0.466,0.0,0.133,-6.77,0.0374,177.693,3,0.338
110,You Only Live Twice (with Lil Wayne & Rick Ross),Certified Lover Boy,Drake,2021-09-03,213103,68,0.519,0.118,0.851,0.0,0.178,-6.001,0.29,123.823,5,0.711
111,IMY2 (with Kid Cudi),Certified Lover Boy,Drake,2021-09-03,252378,72,0.59,0.402,0.493,0.00504,0.129,-8.704,0.0367,150.026,4,0.0498
112,F*****g Fans,Certified Lover Boy,Drake,2021-09-03,245131,66,0.783,0.213,0.416,0.0,0.103,-9.84,0.135,87.073,4,0.165
113,The Remorse,Certified Lover Boy,Drake,2021-09-03,351220,63,0.473,0.812,0.53,6.92e-06,0.227,-8.506,0.249,74.732,3,0.637
114,Intro,"Honestly, Nevermind",Drake,2022-06-16,36935,70,0.193,0.955,0.0218,0.88,0.117,-31.16,0.0389,125.501,3,0.213
115,Falling Back,"Honestly, Nevermind",Drake,2022-06-16,266178,75,0.718,0.238,0.758,0.00653,0.11,-8.29,0.0703,118.989,4,0.349
116,Texts Go Green,"Honestly, Nevermind",Drake,2022-06-16,308820,73,0.765,0.000916,0.627,0.195,0.0847,-4.607,0.0622,118.997,4,0.536
117,Currents,"Honestly, Nevermind",Drake,2022-06-16,157390,71,0.883,0.104,0.283,0.00167,0.0935,-12.653,0.113,122.013,4,0.416
118,A Keeper,"Honestly, Nevermind",Drake,2022-06-16,173097,71,0.606,0.507,0.482,0.000111,0.115,-11.655,0.0737,121.918,4,0.34
119,Calling My Name,"Honestly, Nevermind",Drake,2022-06-16,129964,71,0.848,0.684,0.259,0.000201,0.116,-11.241,0.246,123.928,4,0.429
120,Sticky,"Honestly, Nevermind",Drake,2022-06-16,243227,74,0.854,0.13,0.492,0.00167,0.0846,-14.779,0.131,137.029,4,0.0735
121,Massive,"Honestly, Nevermind",Drake,2022-06-16,336924,75,0.499,0.114,0.671,0.0169,0.148,-6.774,0.0561,124.994,3,0.0557
122,Flight's Booked,"Honestly, Nevermind",Drake,2022-06-16,254407,71,0.593,0.886,0.41,0.0993,0.115,-13.097,0.0531,122.584,4,0.201
123,Overdrive,"Honestly, Nevermind",Drake,2022-06-16,202451,69,0.502,0.444,0.645,0.00964,0.107,-10.611,0.122,109.739,4,0.518
124,Down Hill,"Honestly, Nevermind",Drake,2022-06-16,250864,68,0.718,0.965,0.319,0.00036,0.0895,-11.261,0.0435,109.994,4,0.639
125,Tie That Binds,"Honestly, Nevermind",Drake,2022-06-16,336005,68,0.775,0.0176,0.688,0.0917,0.108,-10.912,0.0593,120.017,4,0.284
126,Liability,"Honestly, Nevermind",Drake,2022-06-16,237932,67,0.533,0.229,0.706,0.0,0.132,-6.614,0.0673,104.982,4,0.58
127,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-16,218364,74,0.551,0.00028,0.664,5.47e-06,0.093,-4.75,0.184,156.026,4,0.415
128,Deep Pockets,Dark Lane Demo Tapes,Drake,2020-05-01,222928,57,0.473,0.482,0.824,0.0,0.605,-3.68,0.163,77.888,4,0.374
129,When To Say When,Dark Lane Demo Tapes,Drake,2020-05-01,223124,60,0.41,0.252,0.82,0.0,0.538,-6.808,0.533,170.718,4,0.526
130,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-05-01,220487,80,0.735,0.629,0.449,0.0,0.113,-7.507,0.347,122.947,4,0.0397
131,Not You Too (feat. Chris Brown),Dark Lane Demo Tapes,Drake,2020-05-01,269680,68,0.458,0.342,0.452,1.94e-05,0.0703,-9.299,0.047,86.318,4,0.316
132,Toosie Slide,Dark Lane Demo Tapes,Drake,2020-05-01,247058,70,0.83,0.289,0.49,3.04e-06,0.113,-8.82,0.209,81.604,4,0.845
133,Desires (with Future),Dark Lane Demo Tapes,Drake,2020-05-01,237945,67,0.812,0.281,0.506,0.0,0.325,-7.706,0.116,145.074,4,0.554
134,Time Flies,Dark Lane Demo Tapes,Drake,2020-05-01,192931,75,0.864,0.201,0.477,0.0,0.182,-5.786,0.224,86.46,4,0.5
135,Landed,Dark Lane Demo Tapes,Drake,2020-05-01,152195,59,0.881,0.00606,0.636,0.0,0.111,-4.629,0.287,163.949,4,0.715
136,D4L,Dark Lane Demo Tapes,Drake,2020-05-01,189176,62,0.718,0.0128,0.706,0.0,0.352,-5.709,0.06,170.004,4,0.815
137,Pain 1993 (with Playboi Carti),Dark Lane Demo Tapes,Drake,2020-05-01,149077,68,0.825,0.163,0.373,0.0,0.368,-5.532,0.108,77.271,4,0.12
138,Losses,Dark Lane Demo Tapes,Drake,2020-05-01,271183,57,0.551,0.28,0.57,0.0,0.424,-7.385,0.351,85.687,4,0.505
139,From Florida With Love,Dark Lane Demo Tapes,Drake,2020-05-01,234782,64,0.787,0.768,0.477,0.0,0.104,-7.837,0.199,80.506,4,0.476
140,Demons (feat. Fivio Foreign & Sosa Geek),Dark Lane Demo Tapes,Drake,2020-05-01,204805,63,0.543,0.423,0.766,0.0,0.155,-3.387,0.343,106.869,3,0.729
141,War,Dark Lane Demo Tapes,Drake,2020-05-01,180000,64,0.749,0.292,0.792,0.0,0.109,-4.151,0.0826,144.064,4,0.239
142,Dreams Money Can Buy,Care Package,Drake,2019-08-02,253803,56,0.423,0.765,0.587,0.0,0.114,-6.635,0.529,180.331,4,0.33
143,The Motion,Care Package,Drake,2019-08-02,240956,63,0.631,0.371,0.788,0.000317,0.108,-7.142,0.102,157.769,4,0.544
144,How Bout Now,Care Package,Drake,2019-08-02,235566,66,0.789,0.205,0.404,0.0,0.219,-8.364,0.23,122.062,4,0.472
145,Trust Issues,Care Package,Drake,2019-08-02,281518,76,0.421,0.779,0.539,0.0,0.111,-5.456,0.274,89.177,3,0.523
146,Days in The East,Care Package,Drake,2019-08-02,353697,55,0.733,0.348,0.361,0.000285,0.0942,-11.129,0.135,94.902,4,0.0361
147,Draft Day,Care Package,Drake,2019-08-02,266325,53,0.673,0.0322,0.81,0.0,0.133,-3.793,0.36,166.084,4,0.564
148,4pm in Calabasas,Care Package,Drake,2019-08-02,240217,58,0.743,0.115,0.66,0.0,0.101,-4.802,0.418,192.031,4,0.549
149,5 Am in Toronto,Care Package,Drake,2019-08-02,205264,59,0.555,0.0678,0.88,0.0,0.0723,-4.325,0.265,87.195,4,0.391
150,I Get Lonely,Care Package,Drake,2019-08-02,253561,54,0.477,0.706,0.501,5.61e-06,0.0953,-9.178,0.0398,81.376,4,0.689
151,My Side,Care Package,Drake,2019-08-02,294650,50,0.549,0.603,0.495,7.26e-06,0.0979,-5.661,0.133,81.012,4,0.385
152,Jodeci Freestyle (feat. J. Cole),Care Package,Drake,2019-08-02,254022,53,0.498,0.0111,0.844,0.0,0.102,-2.834,0.268,88.435,4,0.282
153,Club Paradise,Care Package,Drake,2019-08-02,283816,54,0.338,0.758,0.729,3.24e-05,0.18,-6.419,0.102,184.174,4,0.543
154,Free Spirit (feat. Rick Ross),Care Package,Drake,2019-08-02,252884,53,0.508,0.281,0.748,0.0,0.168,-4.997,0.33,100.414,3,0.225
155,Heat Of The Moment,Care Package,Drake,2019-08-02,343455,47,0.641,0.179,0.454,0.000116,0.065,-8.344,0.133,78.036,4,0.302
156,Girls Love Beyoncé (feat. James Fauntleroy),Care Package,Drake,2019-08-02,225011,60,0.619,0.782,0.489,0.0,0.106,-11.25,0.46,126.046,4,0.328
157,Paris Morton Music,Care Package,Drake,2019-08-02,251239,56,0.505,0.414,0.494,7.98e-05,0.105,-8.635,0.315,171.978,4,0.141
158,Can I,Care Package,Drake,2019-08-02,189289,65,0.643,0.484,0.178,0.0108,0.122,-8.56,0.0588,85.042,4,0.0674
159,Free Smoke,More Life,Drake,2017-03-18,218673,66,0.736,0.0681,0.491,0.0,0.571,-6.892,0.439,141.979,4,0.203
160,No Long Talk,More Life,Drake,2017-03-18,149568,60,0.913,0.0671,0.608,0.0,0.533,-6.839,0.234,97.063,4,0.578
161,Passionfruit,More Life,Drake,2017-03-18,298940,84,0.809,0.256,0.463,0.085,0.109,-11.377,0.0396,111.98,4,0.364
162,Jorja Interlude,More Life,Drake,2017-03-18,107673,65,0.735,0.762,0.373,0.00202,0.288,-10.478,0.104,123.081,4,0.237
163,Get It Together,More Life,Drake,2017-03-18,250337,72,0.781,0.0945,0.721,0.391,0.104,-9.133,0.0514,123.011,4,0.849
164,Madiba Riddim,More Life,Drake,2017-03-18,205162,65,0.839,0.245,0.521,0.00545,0.607,-10.45,0.166,105.992,4,0.33
165,Blem,More Life,Drake,2017-03-18,216557,66,0.726,0.0533,0.535,1.38e-05,0.0984,-7.804,0.0476,98.067,4,0.375
166,4422,More Life,Drake,2017-03-18,186293,66,0.609,0.558,0.229,0.0413,0.113,-12.36,0.0333,111.887,4,0.19
167,Gyalchester,More Life,Drake,2017-03-18,189229,69,0.877,0.0317,0.391,0.000502,0.0945,-8.196,0.063,131.018,4,0.122
168,Skepta Interlude,More Life,Drake,2017-03-18,143213,58,0.745,0.0103,0.822,4.2e-06,0.155,-6.354,0.252,86.733,5,0.415
169,Portland,More Life,Drake,2017-03-18,236614,73,0.925,0.0172,0.443,0.0,0.276,-8.216,0.264,136.078,4,0.35
170,Sacrifices,More Life,Drake,2017-03-18,307593,62,0.903,0.0407,0.439,0.0,0.138,-11.813,0.397,139.112,4,0.532
171,Nothings Into Somethings,More Life,Drake,2017-03-18,153724,60,0.766,0.332,0.234,0.00156,0.358,-7.544,0.159,96.882,4,0.256
172,Teenage Fever,More Life,Drake,2017-03-18,219692,80,0.766,0.111,0.283,0.0172,0.115,-10.33,0.0846,97.04,4,0.144
173,KMT,More Life,Drake,2017-03-18,162637,64,0.875,0.0189,0.6,0.0143,0.132,-6.818,0.0435,119.987,4,0.0906
174,Lose You,More Life,Drake,2017-03-18,305373,59,0.526,0.699,0.583,0.0,0.372,-9.172,0.376,89.837,4,0.378
175,Can't Have Everything,More Life,Drake,2017-03-18,228437,60,0.856,0.0136,0.572,1.55e-06,0.121,-8.429,0.373,82.445,4,0.454
176,Glow,More Life,Drake,2017-03-18,206119,56,0.688,0.2,0.384,0.0,0.708,-8.824,0.375,162.098,4,0.432
177,Since Way Back,More Life,Drake,2017-03-18,368035,59,0.468,0.348,0.266,9.55e-06,0.209,-11.121,0.13,153.294,4,0.222
178,Fake Love,More Life,Drake,2017-03-18,210937,75,0.928,0.105,0.481,0.0,0.176,-9.35,0.287,134.007,4,0.613
179,Ice Melts,More Life,Drake,2017-03-18,250770,61,0.813,0.08,0.551,0.0,0.386,-7.605,0.353,124.957,4,0.598
180,Do Not Disturb,More Life,Drake,2017-03-18,283550,76,0.618,0.246,0.693,0.0,0.112,-5.943,0.45,170.982,4,0.454
181,Legend,If You're Reading This It's Too Late,Drake,2015-02-12,241853,68,0.714,0.0266,0.563,0.0,0.0776,-7.574,0.0723,100.091,4,0.31
182,Energy,If You're Reading This It's Too Late,Drake,2015-02-12,181933,72,0.747,0.38,0.571,0.0,0.534,-7.916,0.478,172.104,4,0.553
