,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
663,715 - CR∑∑KS,"22, A Million",Bon Iver,2016-09-30,132000,54,0.461,0.878,0.161,0.0,0.17,-11.145,0.405,88.781,3,0.353
664,33 “GOD”,"22, A Million",Bon Iver,2016-09-30,213000,56,0.469,0.83,0.392,0.0277,0.0937,-10.472,0.0418,133.33,4,0.322
665,29 #Strafford APTS,"22, A Million",Bon Iver,2016-09-30,245200,56,0.287,0.971,0.229,0.408,0.109,-14.678,0.0327,80.728,4,0.155
666,666 ʇ,"22, A Million",Bon Iver,2016-09-30,252000,50,0.634,0.9,0.341,0.0297,0.187,-12.356,0.0337,110.008,4,0.159
667,21 M◊◊N WATER,"22, A Million",Bon Iver,2016-09-30,188000,46,0.134,0.963,0.348,0.77,0.109,-11.569,0.0369,78.832,3,0.0575
668,8 (circle),"22, A Million",Bon Iver,2016-09-30,309013,55,0.411,0.911,0.407,0.0478,0.0999,-10.77,0.0349,125.127,4,0.0728
669,____45_____,"22, A Million",Bon Iver,2016-09-30,166106,48,0.41,0.971,0.121,0.0132,0.148,-15.473,0.0575,86.358,3,0.177
670,00000 Million,"22, A Million",Bon Iver,2016-09-30,233982,52,0.385,0.977,0.103,8.04e-05,0.0845,-17.051,0.0384,126.996,4,0.297
671,You Want It Darker,You Want It Darker,Leonard Cohen,2016-10-21,284373,60,0.674,0.613,0.327,0.199,0.0756,-16.986,0.0574,108.995,4,0.494
672,Treaty,You Want It Darker,Leonard Cohen,2016-10-21,242333,44,0.368,0.824,0.18,0.00127,0.106,-17.869,0.0862,72.981,1,0.14
673,On the Level,You Want It Darker,Leonard Cohen,2016-10-21,207680,43,0.439,0.855,0.267,0.00177,0.117,-16.488,0.0868,73.574,4,0.491
674,Leaving the Table,You Want It Darker,Leonard Cohen,2016-10-21,227480,47,0.552,0.841,0.179,0.293,0.0982,-17.998,0.0402,75.099,4,0.217
675,If I Didn't Have Your Love,You Want It Darker,Leonard Cohen,2016-10-21,216000,44,0.734,0.755,0.171,0.00482,0.0952,-18.303,0.0571,116.057,4,0.198
676,Traveling Light,You Want It Darker,Leonard Cohen,2016-10-21,262453,45,0.584,0.603,0.224,0.105,0.0894,-15.903,0.0407,91.086,4,0.265
677,It Seemed the Better Way,You Want It Darker,Leonard Cohen,2016-10-21,261986,44,0.351,0.671,0.18,0.615,0.108,-20.019,0.0525,93.082,1,0.368
678,Steer Your Way,You Want It Darker,Leonard Cohen,2016-10-21,263480,43,0.484,0.522,0.224,0.849,0.236,-16.252,0.0435,174.24,4,0.166
679,String Reprise / Treaty,You Want It Darker,Leonard Cohen,2016-10-21,206933,43,0.137,0.827,0.112,0.799,0.099,-20.205,0.0456,73.528,4,0.0594
680,No Church In The Wild,Watch The Throne (Deluxe),JAY-Z,2011-08-08,272506,71,0.654,0.246,0.75,0.0178,0.167,-7.509,0.105,92.78,4,0.557
681,Lift Off,Watch The Throne (Deluxe),JAY-Z,2011-08-08,266253,59,0.404,0.188,0.784,0.00178,0.165,-7.584,0.123,179.439,3,0.289
682,Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,2011-08-08,219333,84,0.789,0.127,0.858,0.0,0.349,-5.542,0.311,140.022,4,0.775
683,Otis,Watch The Throne (Deluxe),JAY-Z,2011-08-08,178213,71,0.754,0.552,0.631,0.0,0.5,-4.751,0.307,94.577,4,0.432
684,Gotta Have It,Watch The Throne (Deluxe),JAY-Z,2011-08-08,140746,68,0.74,0.411,0.574,0.0,0.262,-6.938,0.245,149.762,4,0.33
685,New Day,Watch The Throne (Deluxe),JAY-Z,2011-08-08,272853,56,0.561,0.388,0.645,7.43e-05,0.142,-6.808,0.0707,91.012,4,0.36
686,That's My Bitch,Watch The Throne (Deluxe),JAY-Z,2011-08-08,202560,54,0.744,0.237,0.871,0.000287,0.121,-6.291,0.114,108.982,4,0.497
687,Welcome To The Jungle,Watch The Throne (Deluxe),JAY-Z,2011-08-08,174133,51,0.636,0.0128,0.93,3.7e-06,0.18,-5.179,0.364,92.899,4,0.325
688,Who Gon Stop Me,Watch The Throne (Deluxe),JAY-Z,2011-08-08,256706,60,0.593,0.0408,0.73,0.000156,0.715,-4.638,0.159,133.879,4,0.377
689,Murder To Excellence,Watch The Throne (Deluxe),JAY-Z,2011-08-08,300960,59,0.566,0.0242,0.815,0.0,0.0804,-4.741,0.321,87.353,4,0.576
690,Made In America,Watch The Throne (Deluxe),JAY-Z,2011-08-08,292066,52,0.705,0.0428,0.729,5.86e-05,0.224,-7.01,0.221,165.901,4,0.549
691,Why I Love You,Watch The Throne (Deluxe),JAY-Z,2011-08-08,201373,59,0.48,0.0259,0.808,0.0,0.269,-4.133,0.0423,123.387,4,0.37
692,Illest Motherf**ker Alive,Watch The Throne (Deluxe),JAY-Z,2011-08-08,503320,49,0.537,0.172,0.663,1.58e-06,0.607,-6.412,0.0949,139.979,4,0.295
693,H•A•M,Watch The Throne (Deluxe),JAY-Z,2011-08-08,275733,57,0.657,0.0462,0.524,0.0,0.322,-4.907,0.061,140.021,4,0.0383
694,Primetime,Watch The Throne (Deluxe),JAY-Z,2011-08-08,199240,53,0.662,0.166,0.923,1.01e-05,0.311,-4.085,0.21,84.99,4,0.47
695,The Joy,Watch The Throne (Deluxe),JAY-Z,2011-08-08,317920,51,0.555,0.146,0.516,3.09e-05,0.139,-6.256,0.331,79.61,4,0.327
696,Run Away With Me,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,251327,60,0.561,0.0168,0.7,5.43e-05,0.0592,-6.284,0.0491,119.015,4,0.298
697,Emotion,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,197351,49,0.753,0.0813,0.602,0.000903,0.0962,-5.187,0.0337,114.024,4,0.225
698,I Really Like You,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,204763,71,0.62,0.00564,0.805,9.15e-05,0.285,-5.538,0.0417,122.062,4,0.586
699,Gimmie Love,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,202232,46,0.689,0.123,0.774,0.0,0.157,-5.824,0.0608,109.551,4,0.525
700,All That,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,276650,45,0.574,0.126,0.447,6.84e-06,0.0631,-6.605,0.0284,80.009,4,0.462
701,Boy Problems,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,222291,46,0.709,0.013,0.894,0.000683,0.0719,-5.061,0.0405,112.045,4,0.823
702,Making The Most Of The Night,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,238500,44,0.558,0.00482,0.845,0.00392,0.148,-5.498,0.0774,112.896,4,0.536
703,Your Type,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,199720,54,0.651,0.00279,0.786,0.000622,0.0732,-5.971,0.0518,92.02,4,0.448
704,Let's Get Lost,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,193482,44,0.728,0.542,0.729,0.0253,0.234,-5.789,0.0511,109.99,4,0.739
705,LA Hallucinations,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,184611,42,0.719,0.00719,0.683,0.000139,0.0729,-5.506,0.0454,90.035,4,0.626
706,Warm Blood,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,253078,41,0.684,0.00832,0.67,0.0411,0.0901,-8.845,0.166,103.031,4,0.393
707,When I Needed You,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,221038,41,0.475,0.0659,0.873,0.0,0.355,-4.584,0.107,181.901,4,0.362
708,Black Heart,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,176719,38,0.817,0.0949,0.601,7.62e-05,0.105,-8.502,0.0873,111.96,4,0.889
709,I Didn't Just Come Here To Dance,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,219893,43,0.826,0.107,0.592,0.000325,0.212,-7.882,0.0379,122.027,4,0.573
710,Favourite Colour,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,209479,44,0.585,0.0813,0.637,3.07e-06,0.264,-6.249,0.0581,73.07,4,0.645
711,Never Get to Hold You - Bonus Track,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,253582,42,0.657,0.0517,0.673,0.00998,0.077,-6.977,0.0364,98.994,4,0.566
712,Love Again - Bonus Track,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,215992,43,0.802,0.065,0.831,2.48e-05,0.0349,-4.808,0.0481,118.026,4,0.644
